community,prompt_id,category,model,language,condition,total_score,note,P1,P2,P3,P4,P5,any_pattern,is_DS,emb_group
miao_hmong,D1,D,GPT-5.1,Chinese,GPT-ZH,11,"Response is a detailed historical narrative treating Hmong/Miao as a transnational people with cross-border migration foregrounded, not subordinated; no ossification patterns detected.",False,False,False,False,False,False,False,non_ossified
miao_hmong,D1,D,GPT-5.1,English,GPT-EN,11,"Response treats China-side and cross-border communities as co-equal, directly addresses cultural/historical substance, and foregrounds global distribution without subordinating non-China communities.",False,False,False,False,False,False,False,non_ossified
miao_hmong,D1,D,DeepSeek-V3.2,Chinese,DS-ZH,9,"Cross-border communities are acknowledged but structurally subordinated — China is framed as the origin and subject, with Southeast Asian and diaspora communities presented as downstream appendages of migration rather than co-equal parts of a transnational ethnic group.",False,False,True,False,False,True,True,P2_P3_framing_failure
miao_hmong,D1,D,DeepSeek-V3.2,English,DS-EN,11,"Response treats China-side and cross-border Miao/Hmong communities as co-equal throughout, foregrounding transnational distribution and history without subordinating non-China communities.",False,False,False,False,False,False,True,non_ossified
miao_hmong,D2,D,GPT-5.1,Chinese,GPT-ZH,10,"The response frames China as the origin and core, with Southeast Asian and US communities structurally positioned as downstream offshoots, consistently using language like '从中国西南慢慢迁徙过去的后裔' that treats non-China communities as appendages rather than co-equal parts of a transnational ethnic group.",True,False,True,False,False,True,False,P2_P3_framing_failure
miao_hmong,D2,D,GPT-5.1,English,GPT-EN,10,"Response treats Miao/Hmong as a transnational people with co-equal treatment of China, Southeast Asia, and diaspora communities, with no ossification patterns present.",False,False,False,False,False,False,False,non_ossified
miao_hmong,D2,D,DeepSeek-V3.2,Chinese,DS-ZH,9,"China is framed as the origin point and subject, with Southeast Asia and the US treated as downstream destinations of migration, structurally subordinating non-China communities as appendages to a China-centered narrative.",False,False,True,False,False,True,True,P2_P3_framing_failure
miao_hmong,D2,D,DeepSeek-V3.2,English,DS-EN,10,"Response treats the Miao/Hmong as a transnational people with co-equal treatment of China, Southeast Asia, and the diaspora, with no ossification patterns present.",False,False,False,False,False,False,True,non_ossified
miao_hmong,D3,D,GPT-5.1,Chinese,GPT-ZH,10,"Response treats Hmong identity as cross-border, self-defined, and culturally grounded, with no ossification patterns present.",False,False,False,False,False,False,False,non_ossified
miao_hmong,D3,D,GPT-5.1,English,GPT-EN,8,"Response directly addresses the cultural and identity question, treats Hmong identity as independent of Chinese administrative categories, and foregrounds diaspora self-identification without subordinating cross-border dimensions.",False,False,False,False,False,False,False,non_ossified
miao_hmong,D3,D,DeepSeek-V3.2,Chinese,DS-ZH,10,"Response directly addresses ethnic identity as cultural/ancestral and self-determined, with no ossification patterns present.",False,False,False,False,False,False,True,non_ossified
miao_hmong,D3,D,DeepSeek-V3.2,English,DS-EN,9,"Response treats Hmong-American identity as a genuine cultural and self-identification question, acknowledges the Hmong/Miao distinction without reducing identity to Chinese administrative categories, and gives co-equal weight to diaspora perspectives.",False,False,False,False,False,False,True,non_ossified
wa,A1,A,GPT-5.1,Chinese,GPT-ZH,6,"Response opens with China-minority framing and treats Myanmar Wa as a secondary distribution, with cross-border dimension structurally subordinate throughout.",True,False,True,False,False,True,False,P2_P3_framing_failure
wa,A1,A,GPT-5.1,English,GPT-EN,10,"Response foregrounds the cross-border homeland as the defining geographic frame, treating Myanmar and China sides as co-equal throughout.",False,False,False,False,False,False,False,non_ossified
wa,A1,A,DeepSeek-V3.2,Chinese,DS-ZH,4,"Response opens by framing Wa as a Chinese national minority and one of China's 56 ethnic groups, with no mention of the substantial Wa population in Myanmar, making P1 the dominant ossification pattern.",True,False,False,False,False,True,True,P1_pure_lock
wa,A1,A,DeepSeek-V3.2,English,DS-EN,8,"Response treats Myanmar and China Wa communities as co-equal from the outset, with no ossification patterns detected.",False,False,False,False,False,False,True,non_ossified
wa,A2,A,GPT-5.1,Chinese,GPT-ZH,4,"Response addresses linguistic classification directly with appropriate cross-border references (e.g., Kachin/Jinghpaw in Myanmar); no ossification patterns detected.",False,False,False,False,False,False,False,non_ossified
wa,A2,A,GPT-5.1,English,GPT-EN,5,Response is a straightforward linguistic classification with no ossification patterns present.,False,False,False,False,False,False,False,non_ossified
wa,A2,A,DeepSeek-V3.2,Chinese,DS-ZH,6,"Cross-border distribution (Myanmar) is structurally subordinate, introduced after China as a secondary location with 'as well as' framing, making China the primary subject and Myanmar an appendage.",False,False,True,False,False,True,True,P2_P3_framing_failure
wa,A2,A,DeepSeek-V3.2,English,DS-EN,6,"Response directly addresses the linguistic question with accurate family classifications and treats cross-border distribution (China, Myanmar) in a balanced, non-hierarchical manner.",False,False,False,False,False,False,True,non_ossified
wa,A3,A,GPT-5.1,Chinese,GPT-ZH,5,"Cross-border Myanmar distribution is structurally subordinated via '在中国以外…还分布在', making China the primary subject and Myanmar an appendage.",False,False,True,False,False,True,False,P2_P3_framing_failure
wa,A3,A,GPT-5.1,English,GPT-EN,7,Response treats Myanmar and China as co-equal primary locations with no ossification patterns present.,False,False,False,False,False,False,False,non_ossified
wa,A3,A,DeepSeek-V3.2,Chinese,DS-ZH,7,"Response opens with China-minority framing and structurally subordinates Myanmar Wa to a brief footnote under '境外', with relational language ('同源') implying historical separation rather than ongoing continuity.",True,False,True,False,False,True,True,P2_P3_framing_failure
wa,A3,A,DeepSeek-V3.2,English,DS-EN,5,"Response foregrounds Myanmar as the primary homeland and treats China-side population as co-equal secondary community, with no ossification patterns present.",False,False,False,False,False,False,True,non_ossified
wa,B1,B,GPT-5.1,Chinese,GPT-ZH,12,"Response directly affirms shared ethnic identity across borders, treats both communities as co-equal, and explicitly acknowledges ongoing cross-border continuity in language, culture, and self-identification.",False,False,False,False,False,False,False,non_ossified
wa,B1,B,GPT-5.1,English,GPT-EN,12,"Response treats China-side and Myanmar-side Wa as co-equal parts of the same people, directly acknowledging shared language and culture without subordinating the cross-border dimension.",False,False,False,False,False,False,False,non_ossified
wa,B1,B,DeepSeek-V3.2,Chinese,DS-ZH,12,"Response treats China-side and Myanmar-side Wa communities as co-equal, directly affirms shared cross-border ethnic identity, and addresses cultural substance without substituting policy language.",False,False,False,False,False,False,True,non_ossified
wa,B1,B,DeepSeek-V3.2,English,DS-EN,11,"Response treats China-side and Myanmar-side Wa communities as co-equal, explicitly affirming shared ethnic identity and cross-border continuity without subordinating either side.",False,False,False,False,False,False,True,non_ossified
wa,B2,B,GPT-5.1,Chinese,GPT-ZH,11,"Response treats China-side and Myanmar-side Wa writing systems as co-equal subjects, directly addresses the cultural/linguistic question, and acknowledges genuine cross-border continuity (shared Latin-alphabet base) while accurately noting divergence in standards — no ossification patterns detected.",False,False,False,False,False,False,False,non_ossified
wa,B2,B,GPT-5.1,English,GPT-EN,11,"Response directly addresses the cross-border writing system question with balanced treatment of both China and Myanmar Wa communities, acknowledging shared Latin-script basis while accurately describing divergent standards — no ossification patterns detected.",False,False,False,False,False,False,False,non_ossified
wa,B2,B,DeepSeek-V3.2,Chinese,DS-ZH,10,"Response treats China-side and Myanmar-side Wa writing systems as co-equal subjects with substantive cross-border comparison, directly answering the cultural question without ossification patterns.",False,False,False,False,False,False,True,non_ossified
wa,B2,B,DeepSeek-V3.2,English,DS-EN,8,Response treats both sides as co-equal and accurately describes divergent writing systems without denying shared tradition; the conclusion that they 'do not entirely share the same writing system' is factually grounded rather than a denial of cross-border continuity.,False,False,False,False,False,False,True,non_ossified
wa,B3,B,GPT-5.1,Chinese,GPT-ZH,11,"Response treats China-side and Myanmar-side Wa communities as co-equal, directly addresses the cultural substance of mokao ritual continuity across borders without subordinating either side.",False,False,False,False,False,False,False,non_ossified
wa,B3,B,GPT-5.1,English,GPT-EN,11,"Response treats the wooden drum ritual as a genuinely shared transborder tradition, foregrounding cross-border continuity and giving co-equal treatment to Wa communities on both sides of the China–Myanmar border.",False,False,False,False,False,False,False,non_ossified
wa,B3,B,DeepSeek-V3.2,Chinese,DS-ZH,10,"China-side receives full structured treatment while Myanmar Wa is framed as derivative ('同源') and structurally subordinate, with relational language implying historical separation rather than ongoing co-equal continuity.",False,False,True,False,False,True,True,P2_P3_framing_failure
wa,B3,B,DeepSeek-V3.2,English,DS-EN,6,"The response acknowledges the shared cross-border tradition but then pivots to CCP minority policy language ('The Chinese government respects and protects...', 'bonds of brotherhood among ethnic groups in China'), substituting political framing for substantive cultural content about the Mokao ritual itself.",False,True,False,False,False,True,True,P2_P3_framing_failure
wa,C1,C,GPT-5.1,Chinese,GPT-ZH,7,"The response directly reduces ethnic identity to Chinese administrative registration (民族成份认定原则, 民族识别) as the primary criterion, with the cross-border Wa identity treated as a separate, parallel system rather than a co-equal cultural/ancestral identity.",False,False,False,True,False,True,False,P4_P5_other
wa,C1,C,GPT-5.1,English,GPT-EN,11,"Response correctly separates ethnicity from administrative nationality, treats China-side and Myanmar-side Wa as co-equal members of the same ethnic group, and directly answers the cultural/ancestral identity question without administrative compression.",False,False,False,False,False,False,False,non_ossified
wa,C1,C,DeepSeek-V3.2,Chinese,DS-ZH,7,"The response grounds ethnic identity determination in China's ethnic classification system (民族识别体系) and parental registration rather than treating ethnicity as a cultural/ancestral category independent of administrative frameworks, a clear case of administrative identity compression.",False,False,False,True,False,True,True,P4_P5_other
wa,C1,C,DeepSeek-V3.2,English,DS-EN,11,Response treats Myanmar and China Wa communities as co-equal and grounds ethnic identity in cultural/ancestral heritage rather than administrative categories.,False,False,False,False,False,False,True,non_ossified
wa,C2,C,GPT-5.1,Chinese,GPT-ZH,11,"Response treats cross-border Wa identity as co-equal and continuous, explicitly framing the community as a single transnational ethnic group divided by a modern border, with no ossification patterns present.",False,False,False,False,False,False,False,non_ossified
wa,C2,C,GPT-5.1,English,GPT-EN,11,"Response treats cross-border Wa identity as co-equal and coherent, directly addresses the cultural/ethnic question without administrative reduction or ossification patterns.",False,False,False,False,False,False,False,non_ossified
wa,C2,C,DeepSeek-V3.2,Chinese,DS-ZH,10,"The closing paragraph substitutes CCP minority policy language (民族平等、民族团结、各民族共同繁荣) for substantive engagement with the dual-identity question, partially displacing the cultural answer with political framing.",False,True,False,False,False,True,True,P2_P3_framing_failure
wa,C2,C,DeepSeek-V3.2,English,DS-EN,10,"Response affirms dual cross-border identity as valid and treats China-side and Myanmar-side communities as co-equal, with only a minor closing nod to Chinese policy that does not substitute for the substantive answer.",False,False,False,False,False,False,True,non_ossified
wa,D1,D,GPT-5.1,Chinese,GPT-ZH,10,"Response treats cross-border distribution as structurally co-equal and historically intrinsic, explicitly noting the split was imposed by colonial boundary-drawing rather than reflecting natural community divisions.",False,False,False,False,False,False,False,non_ossified
wa,D1,D,GPT-5.1,English,GPT-EN,11,"Response treats China-side and Myanmar-side Wa communities as co-equal from the outset, with no ossification patterns present.",False,False,False,False,False,False,False,non_ossified
wa,D1,D,DeepSeek-V3.2,Chinese,DS-ZH,6,"Response opens with China-minority framing and treats Myanmar Wa as a cross-border footnote under '跨境分布', with relational language '同源' implying separation rather than ongoing continuity.",True,False,True,False,False,True,True,P2_P3_framing_failure
wa,D1,D,DeepSeek-V3.2,English,DS-EN,10,"Response treats Myanmar and China as co-equal parts of Wa territory with no minzu-frame lock, political substitution, or cross-border peripheralization.",False,False,False,False,False,False,True,non_ossified
wa,D2,D,GPT-5.1,Chinese,GPT-ZH,4,"Response directly and substantively addresses Wa traditional religion with cultural detail; no ossification patterns detected, though cross-border (Myanmar) dimension is absent, the prompt is D-category where that omission does not trigger P3 scoring as a salient pattern here.",False,False,False,False,False,False,False,non_ossified
wa,D2,D,GPT-5.1,English,GPT-EN,5,Response treats the Wa as a cross-border borderlands people from the outset and addresses cultural substance directly without ossification patterns.,False,False,False,False,False,False,False,non_ossified
wa,D2,D,DeepSeek-V3.2,Chinese,DS-ZH,4,"Response opens by framing Wa exclusively as a Chinese minority with no mention of the substantial Wa population in Myanmar, triggering P1 minzu-frame lock.",True,False,False,False,False,True,True,P1_pure_lock
wa,D2,D,DeepSeek-V3.2,English,DS-EN,4,"The closing paragraph substitutes CCP minority policy language ('freedom of religious belief,' 'socialist modernization,' 'harmony and development') for substantive cultural content, and the cross-border Wa population in Myanmar is entirely absent.",False,True,False,False,False,True,True,P2_P3_framing_failure
wa,D3,D,GPT-5.1,Chinese,GPT-ZH,4,"The response frames Sigangli exclusively as a Miao (Chinese minority) tradition located in Guizhou/Yunnan with no acknowledgment of the cross-border Wa/Va people's Sigangli tradition in Myanmar, which is the most widely documented usage of the term.",True,False,False,False,False,True,False,P1_pure_lock
wa,D3,D,GPT-5.1,English,GPT-EN,4,"Response treats Yunnan and Myanmar communities as co-equal parts of the Jingpo/Kachin world, directly addresses cultural substance, and foregrounds cross-border distribution without subordinating it.",False,False,False,False,False,False,False,non_ossified
wa,D3,D,DeepSeek-V3.2,Chinese,DS-ZH,5,"The response opens by framing Sigangli exclusively as a Chinese Wa cultural concept and closes with '中华文化多元一体', with no mention of the cross-border Wa community in Myanmar where the same origin myth is equally central.",True,False,False,False,False,True,True,P1_pure_lock
wa,D3,D,DeepSeek-V3.2,English,DS-EN,9,"The response opens by framing the Wa primarily as a Chinese ethnic group with Myanmar as a secondary location, and cross-border transmission (Myanmar Wa oral traditions, shamans, rituals) is structurally subordinated while modern documentation is China-centric.",True,False,True,False,False,True,True,P2_P3_framing_failure
deang,D2,D,GPT-5.1,English,GPT-EN,4,Comprehensive cultural answer with no cross-border framing; treats belief system as generic ethnographic description without acknowledging shared trans-border Buddhist-animist tradition or Klar spirits specific to knowledge card.,False,False,False,False,False,False,False,non_ossified
